               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                  39,            0.071056,            0.045678,           0.0062509,             0.40971,             0.45243,             0.35945,              0.1429,            0.069003,            0.032776,           0.0045019,           0.0092476,           0.0092476,           0.0092476
                  40,            0.069654,            0.048935,           0.0061998,             0.36419,             0.48316,             0.35848,             0.11454,             0.07058,            0.032418,            0.004556,           0.0092278,           0.0092278,           0.0092278
                  41,            0.067456,            0.049185,           0.0064253,              0.3061,             0.43466,             0.31172,             0.10476,            0.075352,            0.031393,           0.0042951,            0.009208,            0.009208,            0.009208
                  42,             0.07206,            0.048499,            0.005592,             0.43614,             0.47344,             0.42255,             0.17861,            0.063462,            0.031063,           0.0042033,           0.0091882,           0.0091882,           0.0091882
                  43,            0.063765,            0.046461,           0.0050749,             0.33659,             0.54366,             0.36458,             0.14823,            0.072077,            0.031563,           0.0041246,           0.0091684,           0.0091684,           0.0091684
                  44,            0.073055,            0.044127,           0.0060988,             0.39482,             0.54663,             0.42947,             0.18181,            0.062552,            0.030626,           0.0041364,           0.0091486,           0.0091486,           0.0091486
                  45,            0.064987,            0.049174,            0.005344,             0.28298,             0.53737,             0.32857,             0.11541,            0.069555,            0.029776,           0.0042403,           0.0091288,           0.0091288,           0.0091288
                  46,            0.072854,             0.04766,           0.0045187,             0.35494,              0.5122,             0.38835,             0.16283,            0.068643,            0.031059,           0.0043136,            0.009109,            0.009109,            0.009109
                  47,            0.064107,            0.049592,           0.0055043,             0.33203,             0.48172,             0.38963,             0.17202,             0.06551,            0.032369,           0.0040917,           0.0090892,           0.0090892,           0.0090892
                  48,            0.066618,            0.044439,           0.0080166,             0.33534,             0.58343,             0.42509,             0.17514,            0.065108,            0.031753,           0.0039325,           0.0090694,           0.0090694,           0.0090694
                  49,            0.065943,            0.051655,           0.0046681,             0.30663,             0.55431,             0.38401,             0.13469,            0.066017,            0.031285,           0.0038777,           0.0090496,           0.0090496,           0.0090496
                  50,            0.069978,            0.048708,           0.0047726,             0.39241,             0.59016,             0.45236,              0.1849,            0.065007,            0.030622,           0.0038794,           0.0090298,           0.0090298,           0.0090298
                  51,            0.065328,            0.052511,           0.0052406,             0.32625,             0.57327,             0.39464,             0.15823,            0.066424,            0.029255,           0.0040337,             0.00901,             0.00901,             0.00901
                  52,            0.069685,            0.044795,           0.0048061,             0.39025,             0.52753,             0.42851,             0.19074,            0.060388,            0.029169,           0.0040511,           0.0089902,           0.0089902,           0.0089902
                  53,            0.060076,            0.042002,           0.0047435,             0.39277,             0.52488,             0.41382,             0.16077,            0.065837,            0.027188,           0.0039682,           0.0089704,           0.0089704,           0.0089704
                  54,            0.065836,            0.043907,           0.0052454,             0.49533,             0.54987,             0.51698,              0.2209,             0.05923,             0.02815,           0.0038818,           0.0089506,           0.0089506,           0.0089506
                  55,            0.062688,            0.048836,           0.0042321,             0.43969,             0.51546,              0.4431,             0.17416,             0.06513,            0.027737,           0.0037844,           0.0089308,           0.0089308,           0.0089308
                  56,            0.066832,            0.044668,           0.0053406,             0.48894,             0.61202,             0.49378,             0.22275,            0.057451,            0.028567,           0.0038161,            0.008911,            0.008911,            0.008911
                  57,            0.059817,            0.047787,           0.0055779,              0.4421,             0.56064,             0.48187,             0.20928,            0.058137,             0.02885,           0.0037521,           0.0088912,           0.0088912,           0.0088912
                  58,            0.061823,            0.044339,            0.004457,             0.44555,             0.53951,             0.48288,             0.21125,            0.062612,            0.027723,           0.0038525,           0.0088714,           0.0088714,           0.0088714
                  59,             0.06269,            0.044178,           0.0061442,             0.38335,             0.51863,             0.39898,              0.1579,            0.069553,            0.028014,           0.0054136,           0.0088516,           0.0088516,           0.0088516
                  60,            0.064193,            0.043818,           0.0050912,             0.49087,             0.59965,             0.54631,             0.24011,            0.056042,            0.029235,           0.0050342,           0.0088318,           0.0088318,           0.0088318
                  61,            0.059064,              0.0505,           0.0044692,             0.36662,             0.60862,             0.47954,              0.2124,            0.062949,            0.027248,           0.0037009,            0.008812,            0.008812,            0.008812
                  62,            0.063912,            0.042784,           0.0044228,             0.56149,             0.65927,             0.64039,             0.28971,            0.054462,            0.027843,           0.0037642,           0.0087922,           0.0087922,           0.0087922
                  63,            0.058288,            0.043957,           0.0046362,             0.43919,             0.66459,             0.57838,             0.24613,            0.060895,            0.026926,           0.0036475,           0.0087724,           0.0087724,           0.0087724
                  64,            0.065736,            0.046955,           0.0047045,             0.46656,             0.57219,             0.53319,             0.23716,            0.059042,            0.026271,           0.0036425,           0.0087526,           0.0087526,           0.0087526
                  65,            0.057943,            0.042037,           0.0045989,              0.4819,             0.59156,               0.501,             0.21125,            0.060102,            0.027792,           0.0042439,           0.0087328,           0.0087328,           0.0087328
                  66,            0.062689,            0.037971,           0.0051766,             0.56999,             0.61934,             0.57693,             0.24693,             0.05819,            0.028142,           0.0042822,            0.008713,            0.008713,            0.008713
                  67,            0.061857,            0.048832,           0.0046914,             0.44895,             0.67905,             0.55215,              0.2377,             0.05621,            0.027349,           0.0035835,           0.0086932,           0.0086932,           0.0086932
                  68,            0.062863,            0.042166,           0.0048511,             0.54997,             0.65322,             0.61385,             0.28484,            0.054247,            0.026154,           0.0034431,           0.0086734,           0.0086734,           0.0086734
                  69,            0.058124,            0.041291,            0.004366,             0.54303,             0.62813,             0.58296,             0.25884,            0.055578,            0.026025,           0.0033381,           0.0086536,           0.0086536,           0.0086536
                  70,            0.062019,            0.038692,           0.0041089,             0.59874,              0.6216,             0.62794,             0.23867,            0.056029,            0.025886,           0.0036236,           0.0086338,           0.0086338,           0.0086338
                  71,            0.055893,             0.04744,           0.0041904,              0.5732,             0.63786,              0.5749,              0.2789,            0.058611,            0.026633,            0.004455,            0.008614,            0.008614,            0.008614
                  72,            0.062193,            0.043511,           0.0037187,             0.50159,             0.60359,             0.53278,             0.23463,            0.056261,            0.026769,           0.0042012,           0.0085942,           0.0085942,           0.0085942
                  73,            0.056611,            0.042461,           0.0041139,              0.5563,             0.63891,             0.58282,             0.25653,            0.059177,            0.024702,           0.0033385,           0.0085744,           0.0085744,           0.0085744
                  74,            0.061266,            0.042691,           0.0044922,             0.61084,             0.70766,             0.68708,             0.30591,            0.051619,            0.025311,           0.0033452,           0.0085546,           0.0085546,           0.0085546
                  75,            0.054661,            0.041487,           0.0048747,             0.46354,             0.68527,             0.54226,             0.24867,            0.057068,            0.024764,           0.0033593,           0.0085348,           0.0085348,           0.0085348
                  76,            0.059925,            0.044637,           0.0040246,             0.63476,             0.70864,             0.68847,             0.35442,            0.048509,            0.024795,           0.0033512,            0.008515,            0.008515,            0.008515
                  77,             0.05324,            0.037455,           0.0042042,             0.61619,             0.67799,             0.66674,             0.33221,            0.048468,            0.025165,           0.0032475,           0.0084952,           0.0084952,           0.0084952
                  78,            0.058207,            0.041109,            0.004615,             0.51948,             0.70694,             0.58845,             0.24353,            0.056389,            0.025003,           0.0031946,           0.0084754,           0.0084754,           0.0084754
                  79,            0.060024,            0.042436,           0.0044842,             0.67315,             0.65511,             0.70917,             0.35023,            0.050577,            0.025425,           0.0031126,           0.0084556,           0.0084556,           0.0084556
                  80,            0.058295,            0.043651,           0.0042091,             0.61458,             0.69379,             0.66967,             0.31031,            0.053413,            0.024949,           0.0031742,           0.0084358,           0.0084358,           0.0084358
                  81,            0.056405,             0.04255,           0.0037865,             0.53983,             0.67025,             0.59842,             0.25015,            0.056627,            0.024548,           0.0032102,            0.008416,            0.008416,            0.008416
                  82,            0.060785,            0.041563,           0.0038791,             0.75511,             0.72987,             0.76129,              0.3781,            0.048657,            0.024423,           0.0032239,           0.0083962,           0.0083962,           0.0083962
                  83,            0.054107,            0.042695,           0.0037415,             0.61273,             0.70773,             0.69455,             0.30254,            0.054973,            0.024241,           0.0032168,           0.0083764,           0.0083764,           0.0083764
                  84,            0.060425,             0.04398,           0.0036123,             0.59782,             0.66695,             0.65967,             0.29112,            0.052992,            0.024897,           0.0032999,           0.0083566,           0.0083566,           0.0083566
                  85,            0.056249,            0.041941,           0.0039364,              0.6959,             0.66584,             0.72711,             0.32824,            0.052049,            0.026107,           0.0031276,           0.0083368,           0.0083368,           0.0083368
                  86,            0.057793,            0.038761,           0.0042729,             0.71961,             0.68743,             0.73721,             0.32932,            0.051889,            0.024353,           0.0030999,            0.008317,            0.008317,            0.008317
                  87,            0.053266,            0.047618,           0.0040106,             0.62041,             0.73038,             0.69013,              0.3131,            0.050168,            0.024924,           0.0030915,           0.0082972,           0.0082972,           0.0082972
                  88,            0.059841,            0.038023,           0.0043513,             0.55621,             0.73771,             0.65805,             0.30922,             0.05208,            0.025564,           0.0031124,           0.0082774,           0.0082774,           0.0082774
                  89,            0.060762,            0.043218,           0.0041528,             0.67676,             0.69655,             0.71474,             0.31587,            0.051921,            0.025274,           0.0031761,           0.0082576,           0.0082576,           0.0082576
                  90,            0.053851,            0.038833,           0.0040383,             0.71305,             0.74644,             0.77989,             0.36814,            0.048326,            0.024956,           0.0031282,           0.0082378,           0.0082378,           0.0082378
                  91,            0.054757,            0.042648,           0.0038863,             0.63315,             0.75021,             0.72842,             0.32857,            0.050594,            0.024711,            0.003153,            0.008218,            0.008218,            0.008218
                  92,            0.056587,            0.042001,           0.0038137,             0.65714,             0.72016,             0.72107,             0.33319,            0.054031,            0.024006,           0.0031113,           0.0081982,           0.0081982,           0.0081982
                  93,            0.051496,            0.037006,           0.0040213,             0.62393,             0.69371,             0.66483,             0.24133,            0.056608,            0.023615,           0.0030332,           0.0081784,           0.0081784,           0.0081784
                  94,            0.060637,            0.038904,           0.0036515,             0.72851,             0.74978,             0.78283,              0.3936,            0.047267,            0.023928,           0.0029988,           0.0081586,           0.0081586,           0.0081586
                  95,            0.052205,            0.042925,           0.0040345,             0.63475,             0.74987,             0.72209,             0.34044,            0.051809,            0.023204,           0.0029287,           0.0081388,           0.0081388,           0.0081388
                  96,            0.056668,            0.038844,           0.0034314,             0.77986,             0.75548,             0.80589,             0.39228,            0.047481,            0.023302,           0.0029594,            0.008119,            0.008119,            0.008119
                  97,            0.050665,            0.037705,           0.0036684,              0.7203,             0.71655,             0.75613,             0.33282,            0.051438,            0.023439,           0.0029364,           0.0080992,           0.0080992,           0.0080992
                  98,            0.057211,            0.040158,           0.0033261,             0.72986,             0.74239,             0.79573,             0.38872,            0.047791,            0.023389,           0.0029403,           0.0080794,           0.0080794,           0.0080794
                  99,            0.050824,            0.041293,           0.0037353,             0.71318,             0.77712,             0.78249,             0.39787,             0.04747,            0.023175,           0.0029154,           0.0080596,           0.0080596,           0.0080596
                 100,            0.054538,            0.040458,           0.0032977,             0.72628,             0.77184,             0.77053,             0.34378,            0.049078,            0.023856,           0.0029773,           0.0080398,           0.0080398,           0.0080398
                 101,            0.054697,            0.037598,           0.0032628,             0.62022,              0.7354,             0.67953,             0.26171,            0.053831,            0.024563,           0.0030271,             0.00802,             0.00802,             0.00802
                 102,            0.052569,             0.03853,            0.003604,             0.70081,             0.73463,             0.74528,             0.39594,            0.045381,            0.023469,           0.0030449,           0.0080002,           0.0080002,           0.0080002
                 103,            0.048258,            0.038965,           0.0034574,             0.76096,             0.73149,             0.79905,             0.44444,            0.043436,            0.023025,           0.0029215,           0.0079804,           0.0079804,           0.0079804
                 104,            0.054144,            0.041233,           0.0036217,             0.60747,              0.7963,             0.71267,             0.34923,            0.050609,            0.023769,           0.0028288,           0.0079606,           0.0079606,           0.0079606
                 105,            0.052587,            0.038014,           0.0036594,             0.59692,               0.766,             0.71181,             0.36066,            0.048367,             0.02306,           0.0028375,           0.0079408,           0.0079408,           0.0079408
                 106,            0.054231,            0.038231,           0.0034465,             0.73734,             0.75254,             0.78467,              0.4321,             0.04454,            0.023054,           0.0029025,            0.007921,            0.007921,            0.007921
                 107,            0.050287,            0.040575,           0.0038501,             0.74755,             0.73998,             0.79805,             0.41259,            0.044885,            0.023151,           0.0028668,           0.0079012,           0.0079012,           0.0079012
                 108,            0.051965,            0.043035,           0.0034559,             0.68503,             0.76163,             0.74349,             0.39336,            0.046415,            0.022898,           0.0028314,           0.0078814,           0.0078814,           0.0078814
                 109,            0.049634,            0.038885,           0.0035332,             0.77477,             0.73315,             0.78945,             0.37424,            0.047165,            0.023242,           0.0028563,           0.0078616,           0.0078616,           0.0078616
                 110,            0.056285,            0.039831,            0.003408,             0.74703,             0.76298,             0.76175,             0.37357,             0.04563,            0.023588,           0.0029226,           0.0078418,           0.0078418,           0.0078418
                 111,            0.049753,            0.036384,           0.0037639,             0.74053,              0.7697,             0.79401,             0.36779,            0.047081,            0.023326,           0.0028795,            0.007822,            0.007822,            0.007822
                 112,            0.051918,            0.035509,           0.0035243,              0.7569,             0.81096,             0.81886,             0.43062,            0.044299,            0.022801,           0.0028782,           0.0078022,           0.0078022,           0.0078022
                 113,            0.048378,            0.045811,           0.0033419,             0.76813,             0.79868,              0.8224,             0.41783,             0.04625,            0.022685,           0.0028704,           0.0077824,           0.0077824,           0.0077824
                 114,            0.051755,            0.039749,           0.0031046,              0.8637,             0.75839,             0.82339,             0.42733,            0.044083,            0.022643,           0.0029053,           0.0077626,           0.0077626,           0.0077626
                 115,            0.053741,             0.04582,           0.0032683,             0.77913,             0.78538,             0.81435,             0.42107,             0.04671,            0.022179,           0.0029689,           0.0077428,           0.0077428,           0.0077428
                 116,            0.056311,             0.03988,           0.0037863,             0.71651,             0.79657,             0.80444,             0.40271,             0.04558,            0.022301,           0.0030326,            0.007723,            0.007723,            0.007723
                 117,            0.051839,            0.033807,           0.0036306,             0.76823,             0.79023,              0.8309,             0.38723,            0.049508,            0.022449,           0.0031114,           0.0077032,           0.0077032,           0.0077032
                 118,             0.05394,            0.036778,           0.0038282,             0.85907,             0.77793,             0.85581,              0.4771,            0.042167,            0.022485,           0.0030769,           0.0076834,           0.0076834,           0.0076834
                 119,             0.04622,            0.035897,           0.0039561,             0.83933,             0.79025,             0.85754,             0.41718,            0.045869,             0.02185,            0.002945,           0.0076636,           0.0076636,           0.0076636
                 120,            0.053144,             0.04035,           0.0037629,              0.7847,             0.81419,             0.85099,             0.46591,            0.042625,             0.02151,           0.0029246,           0.0076438,           0.0076438,           0.0076438
                 121,            0.049125,            0.038803,           0.0032454,              0.7665,             0.74208,             0.80731,             0.36667,            0.051093,             0.02194,           0.0028776,            0.007624,            0.007624,            0.007624
                 122,            0.056112,            0.038078,           0.0033179,             0.86042,             0.79296,             0.86028,             0.50094,            0.040012,            0.021223,           0.0028972,           0.0076042,           0.0076042,           0.0076042
                 123,            0.046163,            0.035086,           0.0037781,             0.84523,             0.77649,             0.85942,             0.45341,            0.044522,            0.021734,           0.0028915,           0.0075844,           0.0075844,           0.0075844
                 124,            0.055619,            0.038726,           0.0034523,             0.77712,             0.77143,             0.81722,              0.3984,             0.04901,            0.021624,           0.0029102,           0.0075646,           0.0075646,           0.0075646
                 125,            0.048363,            0.036756,           0.0033493,             0.79927,             0.79996,             0.81767,             0.44319,            0.043452,            0.021778,           0.0028431,           0.0075448,           0.0075448,           0.0075448
                 126,            0.052264,            0.044681,            0.003474,             0.86881,             0.81288,             0.87611,             0.47195,            0.040938,            0.021486,           0.0027954,            0.007525,            0.007525,            0.007525
                 127,            0.047027,            0.036607,            0.003158,             0.81858,             0.80526,             0.84226,             0.41561,            0.045341,            0.021196,           0.0027592,           0.0075052,           0.0075052,           0.0075052
                 128,            0.050648,            0.038224,           0.0029311,             0.83376,             0.83798,             0.86654,             0.50349,            0.039255,            0.021067,           0.0028039,           0.0074854,           0.0074854,           0.0074854
                 129,            0.045458,            0.034539,           0.0031755,             0.81054,             0.77928,             0.83392,              0.4622,            0.044927,            0.021067,           0.0027409,           0.0074656,           0.0074656,           0.0074656
                 130,            0.049852,            0.036155,           0.0030432,             0.84392,             0.82242,             0.86648,               0.477,              0.0396,            0.020959,           0.0026986,           0.0074458,           0.0074458,           0.0074458
                 131,            0.048567,            0.037431,           0.0034247,             0.82541,              0.8424,             0.86848,             0.45917,            0.044028,            0.021271,           0.0026776,            0.007426,            0.007426,            0.007426
                 132,            0.054325,            0.040524,           0.0033227,             0.71524,             0.82653,             0.79117,               0.389,            0.042148,            0.021015,           0.0027298,           0.0074062,           0.0074062,           0.0074062
                 133,            0.051092,            0.032738,           0.0035417,             0.74453,             0.80488,             0.84022,             0.39301,            0.047145,            0.021385,           0.0027164,           0.0073864,           0.0073864,           0.0073864
                 134,            0.051172,            0.037633,           0.0030831,             0.86311,             0.83576,              0.8818,             0.48234,            0.038208,            0.021128,           0.0027419,           0.0073666,           0.0073666,           0.0073666
                 135,            0.044701,            0.038772,           0.0033023,             0.82289,             0.81958,             0.85275,             0.45147,            0.040079,            0.020949,           0.0027407,           0.0073468,           0.0073468,           0.0073468
                 136,            0.049553,            0.034487,           0.0031378,             0.78906,             0.79839,             0.83887,             0.43579,            0.046587,            0.021124,           0.0027325,            0.007327,            0.007327,            0.007327
                 137,            0.049221,            0.039328,            0.003026,             0.81396,             0.83155,             0.84889,             0.42523,            0.044541,            0.021104,           0.0027704,           0.0073072,           0.0073072,           0.0073072
                 138,            0.051964,            0.035504,           0.0042973,             0.88614,             0.79601,             0.87426,             0.47259,            0.042007,            0.020748,           0.0027966,           0.0072874,           0.0072874,           0.0072874
                 139,            0.046658,             0.03854,           0.0031965,              0.8642,             0.80778,             0.87722,             0.43641,            0.045194,            0.021194,           0.0028243,           0.0072676,           0.0072676,           0.0072676
                 140,             0.05019,            0.035832,           0.0031592,             0.87762,             0.81448,             0.88324,             0.47549,            0.041087,            0.021313,           0.0028757,           0.0072478,           0.0072478,           0.0072478
                 141,            0.045531,            0.034651,           0.0030961,             0.80973,             0.77884,             0.84063,             0.41138,             0.04526,            0.020752,           0.0028694,            0.007228,            0.007228,            0.007228
                 142,             0.04939,             0.03525,           0.0032342,             0.90647,             0.78914,             0.86731,             0.48005,            0.039367,            0.020428,           0.0028916,           0.0072082,           0.0072082,           0.0072082
                 143,            0.041646,            0.033437,           0.0032958,             0.81767,             0.78047,             0.84455,             0.44918,            0.043966,            0.020638,           0.0028482,           0.0071884,           0.0071884,           0.0071884
                 144,            0.048967,            0.031447,           0.0030896,             0.87069,             0.81508,             0.87675,             0.48751,            0.038778,            0.020329,           0.0028471,           0.0071686,           0.0071686,           0.0071686
                 145,            0.049541,            0.035548,           0.0032891,             0.85891,             0.83888,             0.88721,             0.47743,            0.041171,            0.020843,           0.0028332,           0.0071488,           0.0071488,           0.0071488
                 146,            0.048834,            0.039177,             0.00337,             0.87694,             0.82326,             0.88194,             0.47179,            0.041097,            0.021146,           0.0028662,            0.007129,            0.007129,            0.007129
                 147,            0.043478,            0.041701,           0.0030953,             0.85614,             0.81401,             0.86891,             0.45537,            0.043159,            0.021059,           0.0027736,           0.0071092,           0.0071092,           0.0071092
                 148,            0.046223,            0.032623,           0.0030089,             0.85144,             0.80958,             0.86886,             0.47302,            0.039899,            0.020463,            0.002752,           0.0070894,           0.0070894,           0.0070894
                 149,            0.046892,            0.033373,           0.0031271,             0.84573,             0.82181,             0.87596,             0.46223,            0.042028,            0.020378,           0.0027135,           0.0070696,           0.0070696,           0.0070696
                 150,            0.047369,            0.034681,           0.0028256,             0.85354,              0.8172,             0.87789,              0.4861,            0.038628,            0.020321,            0.002735,           0.0070498,           0.0070498,           0.0070498
                 151,            0.046604,             0.03628,           0.0028802,             0.83532,             0.84267,             0.86678,             0.47864,            0.040969,            0.020938,           0.0027816,             0.00703,             0.00703,             0.00703
                 152,            0.047497,             0.03811,           0.0029603,             0.85876,             0.82166,             0.87672,             0.47943,            0.039039,             0.02108,           0.0027987,           0.0070102,           0.0070102,           0.0070102
                 153,            0.046449,             0.03416,           0.0029877,              0.8531,             0.82326,             0.86661,             0.49843,             0.04027,            0.021256,           0.0027672,           0.0069904,           0.0069904,           0.0069904
                 154,            0.049946,            0.037646,           0.0027268,             0.81396,             0.83373,             0.86147,              0.4728,            0.041172,            0.021007,           0.0027352,           0.0069706,           0.0069706,           0.0069706
                 155,            0.042997,            0.031452,           0.0030493,             0.79231,              0.8263,             0.85967,             0.43371,             0.04167,            0.020644,           0.0026754,           0.0069508,           0.0069508,           0.0069508
                 156,            0.047908,            0.036817,           0.0027014,             0.86842,             0.82634,             0.88007,             0.50228,            0.037475,            0.020463,           0.0026808,            0.006931,            0.006931,            0.006931
                 157,            0.043119,            0.043021,           0.0026594,             0.89463,             0.81505,             0.88252,             0.51016,            0.037456,            0.020498,           0.0025879,           0.0069112,           0.0069112,           0.0069112
                 158,            0.047571,            0.037536,           0.0026366,             0.79235,             0.82445,             0.86352,             0.46485,            0.040586,            0.020459,           0.0025304,           0.0068914,           0.0068914,           0.0068914
