               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                 159,            0.047237,            0.040649,           0.0027965,             0.81759,             0.80759,             0.86151,             0.47093,            0.041796,            0.020728,           0.0024964,           0.0068716,           0.0068716,           0.0068716
                 160,            0.048363,            0.031338,           0.0026643,             0.86825,             0.85835,             0.90466,             0.49896,            0.039118,            0.020535,            0.002498,           0.0068518,           0.0068518,           0.0068518
                 161,            0.042865,            0.035053,           0.0032339,             0.89339,             0.82892,             0.89325,             0.49876,            0.039244,            0.020553,           0.0024947,            0.006832,            0.006832,            0.006832
                 162,            0.047982,            0.036462,           0.0027146,             0.84335,             0.83411,             0.87139,             0.48122,            0.039999,            0.020678,           0.0025102,           0.0068122,           0.0068122,           0.0068122
                 163,            0.043502,             0.03661,            0.002682,             0.83617,             0.81596,             0.87991,             0.48057,             0.04017,            0.021162,           0.0025106,           0.0067924,           0.0067924,           0.0067924
                 164,            0.043497,            0.033912,           0.0027405,             0.90361,             0.80878,             0.89667,              0.5424,            0.037664,            0.020478,           0.0024974,           0.0067726,           0.0067726,           0.0067726
                 165,            0.043237,            0.033918,            0.002768,             0.86708,             0.82761,             0.89406,             0.51477,            0.039126,            0.020517,            0.002528,           0.0067528,           0.0067528,           0.0067528
                 166,            0.045921,            0.035015,           0.0034206,             0.87447,             0.81663,             0.88619,             0.50371,            0.040058,            0.020409,           0.0025538,            0.006733,            0.006733,            0.006733
                 167,            0.044038,            0.035501,           0.0032079,             0.82585,             0.80539,             0.85773,              0.4422,            0.046918,            0.020408,           0.0025446,           0.0067132,           0.0067132,           0.0067132
                 168,            0.048326,            0.035759,           0.0028064,             0.88705,             0.83039,             0.90048,             0.53823,            0.035743,            0.019948,           0.0025532,           0.0066934,           0.0066934,           0.0066934
                 169,            0.045796,             0.03451,           0.0031058,             0.88134,             0.81892,             0.90073,             0.50861,            0.039011,            0.019875,           0.0025581,           0.0066736,           0.0066736,           0.0066736
                 170,            0.047268,            0.034457,           0.0031465,             0.89693,             0.80646,             0.89816,             0.52017,            0.038529,            0.019937,           0.0026054,           0.0066538,           0.0066538,           0.0066538
                 171,            0.045502,            0.034002,           0.0033752,             0.88347,             0.79651,              0.8765,             0.45884,            0.044238,              0.0203,            0.002632,            0.006634,            0.006634,            0.006634
                 172,            0.047131,            0.033815,           0.0030287,             0.85601,             0.84474,             0.89598,             0.53741,            0.035881,            0.019804,            0.002617,           0.0066142,           0.0066142,           0.0066142
                 173,            0.043372,            0.036918,           0.0031359,             0.86832,             0.82981,             0.90407,             0.54819,            0.036834,            0.019932,           0.0025885,           0.0065944,           0.0065944,           0.0065944
                 174,            0.043674,            0.038446,           0.0028402,             0.88709,             0.84662,             0.90644,             0.55224,            0.037129,            0.019764,           0.0025788,           0.0065746,           0.0065746,           0.0065746
                 175,            0.041045,            0.034755,           0.0030717,              0.8381,             0.84975,             0.90397,             0.47784,            0.041333,            0.020801,           0.0025979,           0.0065548,           0.0065548,           0.0065548
                 176,            0.046147,            0.033955,           0.0030374,             0.89104,             0.85695,             0.91534,             0.56053,            0.035444,            0.020589,           0.0026055,            0.006535,            0.006535,            0.006535
                 177,            0.040763,            0.032384,           0.0029415,             0.90293,             0.83001,             0.91657,             0.53605,            0.036698,            0.019649,           0.0026272,           0.0065152,           0.0065152,           0.0065152
                 178,            0.042721,            0.032892,           0.0029279,              0.8956,             0.86263,             0.91652,             0.54513,            0.037275,            0.019754,           0.0026299,           0.0064954,           0.0064954,           0.0064954
                 179,            0.040729,            0.035905,           0.0028974,              0.8847,             0.84231,             0.89506,             0.49826,            0.037942,            0.019772,           0.0025314,           0.0064756,           0.0064756,           0.0064756
                 180,            0.044242,            0.038907,           0.0027018,             0.90236,             0.84475,             0.90762,             0.53828,            0.037413,            0.019724,           0.0024629,           0.0064558,           0.0064558,           0.0064558
                 181,            0.040927,             0.03084,           0.0026746,             0.87094,             0.85246,              0.9054,             0.50138,            0.037637,            0.019515,           0.0024222,            0.006436,            0.006436,            0.006436
                 182,             0.04542,            0.033603,           0.0029917,             0.88382,             0.85036,             0.90293,              0.5226,            0.039172,            0.019747,           0.0024413,           0.0064162,           0.0064162,           0.0064162
                 183,            0.042712,            0.035246,           0.0026878,             0.88367,             0.82931,             0.89007,             0.52814,            0.037643,            0.019637,            0.002366,           0.0063964,           0.0063964,           0.0063964
                 184,            0.044207,            0.036207,            0.003004,             0.88112,             0.85846,             0.90918,              0.5426,            0.035218,            0.019556,           0.0023383,           0.0063766,           0.0063766,           0.0063766
                 185,            0.040166,             0.03172,           0.0026476,              0.8752,             0.86145,             0.90424,             0.53696,            0.035502,            0.019465,           0.0023115,           0.0063568,           0.0063568,           0.0063568
                 186,            0.044694,            0.034174,           0.0025631,             0.87818,             0.83068,             0.90061,             0.51982,            0.038094,            0.020039,           0.0023112,            0.006337,            0.006337,            0.006337
                 187,            0.045446,            0.036817,           0.0023876,             0.85912,             0.85351,             0.90762,              0.5049,            0.038607,            0.019511,           0.0023067,           0.0063172,           0.0063172,           0.0063172
                 188,             0.04373,            0.035923,           0.0025725,             0.89521,             0.87459,             0.92173,             0.58619,             0.03459,            0.019209,           0.0022981,           0.0062974,           0.0062974,           0.0062974
                 189,            0.042145,            0.036818,           0.0031179,             0.90716,             0.86182,             0.90691,             0.57949,            0.035664,            0.020971,           0.0022887,           0.0062776,           0.0062776,           0.0062776
                 190,            0.041597,            0.034954,           0.0026474,             0.87304,             0.85048,             0.89428,             0.51947,             0.03938,            0.021088,           0.0022716,           0.0062578,           0.0062578,           0.0062578
                 191,            0.041711,            0.040568,            0.002492,             0.86145,             0.83129,              0.8782,              0.5515,            0.036199,            0.021141,           0.0022316,            0.006238,            0.006238,            0.006238
                 192,            0.043603,            0.035517,           0.0024524,             0.88341,             0.85156,             0.89901,              0.5546,            0.036058,            0.021148,            0.002233,           0.0062182,           0.0062182,           0.0062182
                 193,            0.043092,            0.039714,           0.0026193,             0.84608,             0.83568,             0.89675,             0.47448,            0.044605,            0.020135,           0.0022678,           0.0061984,           0.0061984,           0.0061984
                 194,            0.049857,            0.035882,           0.0027272,             0.87263,             0.84853,             0.90561,             0.58374,            0.033821,            0.019218,            0.002292,           0.0061786,           0.0061786,           0.0061786
                 195,            0.039553,            0.032747,           0.0028974,             0.84954,             0.86989,             0.88422,             0.55465,            0.036732,            0.019527,            0.002323,           0.0061588,           0.0061588,           0.0061588
                 196,              0.0421,            0.035025,           0.0028752,             0.85324,              0.8605,             0.90001,             0.55818,            0.034755,            0.019111,           0.0023178,            0.006139,            0.006139,            0.006139
                 197,            0.039043,             0.03525,           0.0028418,             0.86267,             0.86381,             0.89853,             0.55528,            0.036165,             0.01866,           0.0023312,           0.0061192,           0.0061192,           0.0061192
                 198,            0.045028,            0.035894,           0.0025535,             0.88609,             0.83632,             0.91264,             0.55378,            0.034748,            0.018511,            0.002344,           0.0060994,           0.0060994,           0.0060994
                 199,            0.040434,            0.035889,           0.0024614,              0.8801,             0.86982,             0.92135,             0.57834,            0.033468,            0.018318,            0.002332,           0.0060796,           0.0060796,           0.0060796
                 200,            0.041092,            0.030201,           0.0026549,             0.88391,             0.85304,             0.92161,             0.55999,            0.036084,            0.018486,           0.0023277,           0.0060598,           0.0060598,           0.0060598
                 201,            0.041365,            0.035483,           0.0032269,             0.89603,             0.85922,             0.91149,             0.56083,            0.035097,             0.01853,           0.0023317,             0.00604,             0.00604,             0.00604
                 202,             0.04255,            0.033788,           0.0024844,             0.91215,             0.86708,             0.92729,             0.58738,            0.033894,            0.018693,           0.0023029,           0.0060202,           0.0060202,           0.0060202
                 203,            0.042145,            0.034426,           0.0025165,             0.89926,             0.85286,             0.90999,             0.52828,            0.040521,            0.019554,            0.002329,           0.0060004,           0.0060004,           0.0060004
                 204,              0.0442,             0.03579,           0.0027536,              0.9131,             0.84918,             0.91924,             0.57399,            0.033636,            0.018906,           0.0023338,           0.0059806,           0.0059806,           0.0059806
                 205,            0.041866,            0.030665,           0.0023449,             0.90673,             0.87726,             0.92828,             0.56973,            0.034532,            0.018804,           0.0023353,           0.0059608,           0.0059608,           0.0059608
                 206,            0.042581,            0.038355,           0.0026278,             0.89141,             0.85774,             0.91301,             0.55416,             0.03548,            0.018897,           0.0023081,            0.005941,            0.005941,            0.005941
                 207,            0.037898,            0.031807,           0.0026206,             0.85787,             0.86177,             0.90762,             0.54399,            0.035554,            0.018739,            0.002263,           0.0059212,           0.0059212,           0.0059212
                 208,             0.04245,            0.036206,            0.002531,             0.86863,             0.86722,             0.91735,             0.57926,            0.033811,            0.018548,           0.0022407,           0.0059014,           0.0059014,           0.0059014
                 209,            0.040363,            0.033939,           0.0025309,             0.85621,             0.87006,              0.9121,             0.58328,            0.033856,            0.018765,           0.0022151,           0.0058816,           0.0058816,           0.0058816
                 210,             0.04349,            0.033433,           0.0023297,             0.84439,             0.86421,             0.90742,             0.54189,            0.035179,            0.018493,           0.0022225,           0.0058618,           0.0058618,           0.0058618
                 211,            0.040923,            0.036035,           0.0027097,             0.86187,             0.85543,             0.89266,             0.56492,             0.03481,             0.01848,           0.0022189,            0.005842,            0.005842,            0.005842
                 212,            0.043522,            0.031457,           0.0024219,             0.87252,             0.86177,              0.9096,             0.58072,            0.033863,            0.018163,           0.0022225,           0.0058222,           0.0058222,           0.0058222
                 213,            0.041307,            0.034346,           0.0030052,              0.8754,             0.88247,             0.91437,             0.58211,            0.034951,            0.018222,           0.0022412,           0.0058024,           0.0058024,           0.0058024
                 214,            0.044684,             0.03417,           0.0031213,             0.88482,             0.88152,              0.9149,             0.58018,            0.033364,            0.018036,           0.0022736,           0.0057826,           0.0057826,           0.0057826
                 215,            0.039961,            0.031533,           0.0022962,             0.85705,             0.88947,             0.90906,             0.54409,            0.036852,             0.01846,           0.0022754,           0.0057628,           0.0057628,           0.0057628
                 216,            0.042143,            0.033792,           0.0025205,             0.90032,             0.88047,              0.9163,             0.60541,            0.031761,            0.018144,           0.0022646,            0.005743,            0.005743,            0.005743
                 217,            0.039094,            0.033843,           0.0025365,              0.8852,             0.87527,             0.92053,             0.57593,            0.034842,            0.018243,            0.002246,           0.0057232,           0.0057232,           0.0057232
                 218,             0.04346,            0.033368,           0.0026522,             0.87594,             0.86981,              0.9178,              0.5892,            0.032488,            0.018009,           0.0022743,           0.0057034,           0.0057034,           0.0057034
                 219,            0.036762,            0.033486,           0.0025304,             0.88469,             0.86893,             0.91494,             0.58521,            0.032132,              0.0179,           0.0022419,           0.0056836,           0.0056836,           0.0056836
                 220,             0.03895,            0.034688,           0.0025221,             0.87944,             0.85896,             0.91232,             0.56678,            0.034307,            0.018259,           0.0022252,           0.0056638,           0.0056638,           0.0056638
                 221,            0.039726,            0.036287,           0.0024347,             0.89212,              0.8517,             0.91774,             0.55477,            0.035546,             0.01826,           0.0021847,            0.005644,            0.005644,            0.005644
                 222,            0.044058,            0.031882,            0.002026,             0.87986,             0.86605,             0.91373,             0.59532,            0.031568,            0.017971,           0.0021676,           0.0056242,           0.0056242,           0.0056242
                 223,            0.038296,            0.030819,           0.0024465,             0.93112,             0.84294,             0.91688,             0.58245,            0.033354,            0.017906,           0.0021343,           0.0056044,           0.0056044,           0.0056044
                 224,            0.040923,             0.03519,            0.002381,             0.90659,             0.85103,             0.91578,              0.5888,            0.032545,            0.017795,           0.0021437,           0.0055846,           0.0055846,           0.0055846
                 225,            0.037719,            0.033266,           0.0025684,             0.90248,             0.84245,             0.90623,             0.56449,            0.034314,             0.01796,           0.0021064,           0.0055648,           0.0055648,           0.0055648
                 226,             0.04051,            0.032781,           0.0021459,             0.90659,             0.85539,             0.91574,             0.58956,            0.031691,            0.017673,           0.0020859,            0.005545,            0.005545,            0.005545
                 227,            0.036233,            0.031724,           0.0022435,              0.9148,             0.85614,             0.91972,             0.58967,            0.034162,            0.017974,           0.0020894,           0.0055252,           0.0055252,           0.0055252
                 228,            0.041276,             0.03499,           0.0024194,             0.92546,             0.84637,             0.91717,             0.59091,            0.032466,            0.017769,           0.0020952,           0.0055054,           0.0055054,           0.0055054
                 229,             0.03863,             0.03338,           0.0022322,             0.91515,             0.86505,             0.92932,             0.59277,             0.03409,            0.017791,           0.0020584,           0.0054856,           0.0054856,           0.0054856
                 230,            0.039769,            0.034323,           0.0023554,              0.9167,             0.87362,             0.93727,             0.61515,            0.031739,            0.017477,            0.002065,           0.0054658,           0.0054658,           0.0054658
                 231,            0.037125,            0.039973,            0.002285,             0.90386,             0.85363,             0.92029,             0.57703,             0.03272,            0.017376,           0.0020327,            0.005446,            0.005446,            0.005446
                 232,            0.040587,            0.030593,           0.0023338,             0.91577,             0.86705,             0.93026,             0.60663,             0.03247,            0.017404,           0.0020302,           0.0054262,           0.0054262,           0.0054262
                 233,            0.040945,            0.041619,           0.0026407,             0.91905,             0.86536,             0.92419,             0.60534,            0.031839,            0.017585,           0.0020591,           0.0054064,           0.0054064,           0.0054064
                 234,            0.040211,            0.032696,            0.002312,             0.91229,             0.87516,             0.93043,             0.62172,            0.031476,            0.017627,           0.0020756,           0.0053866,           0.0053866,           0.0053866
                 235,            0.037993,            0.035829,           0.0021742,             0.89619,             0.87977,             0.91987,             0.60807,            0.032024,            0.017885,           0.0020959,           0.0053668,           0.0053668,           0.0053668
                 236,             0.03779,            0.034709,           0.0032893,              0.8922,             0.86051,             0.91513,             0.57475,            0.034035,            0.017855,           0.0020919,            0.005347,            0.005347,            0.005347
                 237,            0.038161,            0.032017,           0.0022793,             0.92398,             0.87253,             0.93648,             0.60823,            0.032289,            0.017526,           0.0021117,           0.0053272,           0.0053272,           0.0053272
                 238,            0.039289,            0.033454,            0.002347,             0.89838,             0.88545,             0.92968,             0.61842,            0.030821,            0.017338,           0.0021219,           0.0053074,           0.0053074,           0.0053074
                 239,            0.038536,            0.032054,             0.00246,             0.90679,             0.87206,             0.92638,             0.61409,            0.031388,            0.017174,           0.0020852,           0.0052876,           0.0052876,           0.0052876
                 240,            0.039787,            0.033606,           0.0024211,              0.9118,             0.86474,             0.92745,             0.56818,             0.03478,            0.017547,           0.0020714,           0.0052678,           0.0052678,           0.0052678
                 241,            0.039729,            0.035126,           0.0022112,             0.89561,             0.88533,             0.93134,             0.55209,            0.033587,            0.017369,           0.0020359,            0.005248,            0.005248,            0.005248
                 242,            0.039277,            0.032617,           0.0022359,             0.90699,             0.87193,             0.92384,             0.60396,            0.032117,            0.017267,           0.0020136,           0.0052282,           0.0052282,           0.0052282
                 243,             0.03673,            0.034259,           0.0021828,              0.8454,             0.89818,             0.92171,             0.60445,            0.032844,            0.017449,            0.001992,           0.0052084,           0.0052084,           0.0052084
                 244,             0.04155,            0.029184,           0.0020953,              0.9215,             0.84463,             0.92082,             0.61192,            0.031848,            0.017435,           0.0020083,           0.0051886,           0.0051886,           0.0051886
                 245,             0.03766,            0.035042,           0.0023103,             0.90367,             0.84864,             0.92022,             0.59739,            0.032472,            0.017615,           0.0020151,           0.0051688,           0.0051688,           0.0051688
                 246,            0.039649,            0.031977,           0.0021789,              0.8915,             0.86381,             0.91694,             0.60474,            0.030728,            0.017285,           0.0020008,            0.005149,            0.005149,            0.005149
                 247,            0.037964,            0.032606,           0.0024422,              0.9093,             0.88935,             0.93228,             0.59546,            0.034624,            0.017563,           0.0019838,           0.0051292,           0.0051292,           0.0051292
                 248,            0.043968,            0.034558,           0.0024551,             0.88498,             0.88775,             0.91127,             0.61468,            0.029264,            0.016931,           0.0020024,           0.0051094,           0.0051094,           0.0051094
                 249,            0.037835,            0.031423,           0.0022594,             0.90716,             0.87963,             0.93028,             0.63902,            0.032369,            0.017194,           0.0019701,           0.0050896,           0.0050896,           0.0050896
                 250,            0.037508,              0.0321,           0.0021605,             0.90274,             0.88965,             0.93654,             0.61641,            0.030159,            0.017047,           0.0019809,           0.0050698,           0.0050698,           0.0050698
                 251,            0.035736,             0.03252,           0.0022455,             0.89649,             0.88313,             0.93172,             0.59695,            0.032444,            0.017361,           0.0019391,             0.00505,             0.00505,             0.00505
                 252,            0.040706,            0.033139,           0.0020747,             0.91277,             0.88919,             0.93501,             0.59896,            0.031465,            0.017314,           0.0019417,           0.0050302,           0.0050302,           0.0050302
                 253,            0.038939,            0.033746,           0.0021598,             0.89746,             0.87848,             0.93432,             0.55072,            0.036313,            0.017643,           0.0019236,           0.0050104,           0.0050104,           0.0050104
                 254,            0.039573,            0.031049,           0.0020268,              0.9182,             0.85413,             0.92483,             0.62576,            0.029255,            0.017102,           0.0019134,           0.0049906,           0.0049906,           0.0049906
                 255,            0.034721,            0.032606,           0.0020812,             0.89998,             0.89081,             0.93643,             0.63254,            0.029599,            0.017318,           0.0018899,           0.0049708,           0.0049708,           0.0049708
                 256,            0.037927,            0.030435,           0.0022865,             0.90759,              0.8839,             0.93957,             0.64094,            0.031584,            0.017496,           0.0018817,            0.004951,            0.004951,            0.004951
                 257,            0.039496,             0.03656,           0.0020545,             0.91177,             0.87593,             0.93189,             0.64225,            0.030416,            0.017695,            0.001854,           0.0049312,           0.0049312,           0.0049312
                 258,            0.038506,            0.033071,           0.0021296,              0.9164,              0.8741,             0.93396,             0.61061,            0.032579,            0.017591,           0.0018405,           0.0049114,           0.0049114,           0.0049114
                 259,            0.039642,            0.033808,           0.0020152,             0.91616,             0.90331,             0.95624,             0.66029,            0.030442,              0.0173,           0.0018608,           0.0048916,           0.0048916,           0.0048916
                 260,            0.039971,            0.036964,             0.00232,             0.93806,             0.88621,             0.94931,             0.65021,            0.030466,            0.017268,           0.0018797,           0.0048718,           0.0048718,           0.0048718
                 261,            0.037781,            0.032533,           0.0022039,             0.91892,             0.89081,             0.95037,             0.64956,            0.031249,            0.017366,           0.0019002,            0.004852,            0.004852,            0.004852
                 262,            0.038377,            0.031873,            0.002009,             0.90727,             0.90245,              0.9509,             0.65614,            0.029654,            0.017123,            0.001905,           0.0048322,           0.0048322,           0.0048322
                 263,            0.034957,            0.031462,           0.0023008,              0.9319,             0.89189,             0.94743,              0.6374,             0.03048,            0.017378,           0.0019044,           0.0048124,           0.0048124,           0.0048124
                 264,            0.041151,            0.031865,           0.0020719,             0.90627,             0.87298,             0.92902,             0.62064,            0.031474,            0.017712,           0.0019079,           0.0047926,           0.0047926,           0.0047926
                 265,            0.037273,            0.028922,           0.0020839,             0.91661,             0.89189,             0.94313,             0.63245,            0.029841,            0.017093,           0.0019265,           0.0047728,           0.0047728,           0.0047728
                 266,            0.036858,            0.033611,           0.0020692,             0.92407,             0.88798,             0.94338,              0.6413,            0.030121,            0.016987,           0.0019341,            0.004753,            0.004753,            0.004753
                 267,            0.036064,            0.031832,           0.0021382,             0.91191,             0.87931,             0.93585,               0.572,            0.034194,            0.017427,           0.0019196,           0.0047332,           0.0047332,           0.0047332
                 268,            0.041079,            0.032158,           0.0021611,             0.93042,             0.88332,             0.94398,              0.6465,            0.028794,            0.016686,           0.0019177,           0.0047134,           0.0047134,           0.0047134
                 269,            0.035486,            0.033117,           0.0020418,             0.91227,             0.89085,             0.93905,             0.64833,            0.030049,            0.016899,           0.0018802,           0.0046936,           0.0046936,           0.0046936
                 270,            0.037153,            0.033554,           0.0021504,              0.9233,             0.88111,             0.93698,             0.64085,            0.029873,            0.016904,           0.0018748,           0.0046738,           0.0046738,           0.0046738
                 271,            0.036387,             0.03045,           0.0019367,             0.93428,             0.87345,             0.93535,             0.64141,            0.028964,            0.016954,           0.0018748,            0.004654,            0.004654,            0.004654
                 272,            0.037413,            0.032312,           0.0022019,              0.9299,              0.8666,             0.93975,             0.62574,            0.031533,            0.017364,           0.0018715,           0.0046342,           0.0046342,           0.0046342
                 273,            0.036986,            0.031408,           0.0022434,             0.87685,              0.8846,             0.93457,             0.65547,            0.028907,            0.016747,           0.0018695,           0.0046144,           0.0046144,           0.0046144
                 274,            0.036166,            0.032847,            0.002145,             0.87773,             0.91793,             0.94516,             0.62661,            0.030491,            0.016864,           0.0018831,           0.0045946,           0.0045946,           0.0045946
                 275,            0.036501,            0.029131,           0.0022216,             0.86811,             0.90548,             0.94031,             0.60967,            0.032515,             0.01695,           0.0018667,           0.0045748,           0.0045748,           0.0045748
                 276,              0.0409,            0.031083,           0.0020876,             0.92699,             0.86685,             0.93984,              0.6658,            0.028308,            0.016392,            0.001855,            0.004555,            0.004555,            0.004555
                 277,            0.034132,            0.029592,            0.001917,             0.88348,             0.90097,             0.94484,             0.64134,            0.030477,            0.016849,           0.0018463,           0.0045352,           0.0045352,           0.0045352
                 278,            0.039754,            0.032317,           0.0018321,             0.93765,              0.8784,             0.94595,             0.65008,            0.029933,            0.016632,           0.0018542,           0.0045154,           0.0045154,           0.0045154
                 279,            0.036667,            0.030664,           0.0020424,             0.91659,             0.87606,             0.94196,             0.65387,            0.029446,            0.016392,           0.0018418,           0.0044956,           0.0044956,           0.0044956
                 280,            0.035371,            0.028732,           0.0021134,             0.94036,             0.86789,             0.94841,             0.67413,            0.028415,            0.016213,           0.0018294,           0.0044758,           0.0044758,           0.0044758
                 281,            0.035942,            0.031321,            0.002192,             0.90706,             0.88452,             0.94368,             0.66813,            0.028771,            0.016331,           0.0018159,            0.004456,            0.004456,            0.004456
                 282,            0.037504,            0.030171,           0.0020406,             0.91088,             0.87418,             0.94206,             0.61614,            0.031155,            0.016776,           0.0018121,           0.0044362,           0.0044362,           0.0044362
                 283,            0.035223,            0.031474,           0.0020377,             0.90353,             0.89642,             0.94028,             0.62046,             0.03156,             0.01687,           0.0017971,           0.0044164,           0.0044164,           0.0044164
                 284,            0.037385,            0.029331,           0.0021899,             0.92242,             0.89885,             0.94528,             0.64957,            0.028727,            0.016573,           0.0017851,           0.0043966,           0.0043966,           0.0043966
                 285,            0.037824,            0.036856,           0.0020045,             0.91272,             0.89402,             0.94384,             0.65809,            0.030132,            0.016642,           0.0017694,           0.0043768,           0.0043768,           0.0043768
                 286,            0.038414,             0.03438,            0.002227,             0.92818,             0.89577,             0.94673,             0.66031,            0.028844,            0.016407,           0.0017621,            0.004357,            0.004357,            0.004357
                 287,             0.03556,            0.029434,           0.0018717,             0.93139,             0.88881,             0.95002,             0.65051,            0.029857,            0.016632,           0.0017645,           0.0043372,           0.0043372,           0.0043372
                 288,            0.037932,            0.032028,           0.0023492,             0.92842,             0.88513,             0.95427,             0.68308,            0.028262,            0.016326,           0.0017642,           0.0043174,           0.0043174,           0.0043174
                 289,            0.035268,            0.028615,           0.0019761,             0.92372,             0.88481,             0.95109,             0.67992,            0.028503,            0.016287,           0.0017482,           0.0042976,           0.0042976,           0.0042976
                 290,            0.035638,            0.034606,           0.0018882,             0.91017,             0.89425,             0.94857,             0.65545,             0.02844,            0.016248,           0.0017483,           0.0042778,           0.0042778,           0.0042778
                 291,            0.035367,            0.029777,           0.0019697,             0.91861,             0.89617,             0.95468,             0.65674,            0.029018,            0.016376,           0.0017436,            0.004258,            0.004258,            0.004258
                 292,            0.036537,             0.03323,            0.001854,             0.93126,             0.88603,             0.95515,             0.67786,            0.028662,            0.016334,           0.0017411,           0.0042382,           0.0042382,           0.0042382
                 293,            0.035806,            0.032575,           0.0020635,             0.91935,             0.88542,             0.94238,               0.647,            0.029656,            0.016616,           0.0017255,           0.0042184,           0.0042184,           0.0042184
                 294,            0.037013,            0.030054,            0.001938,             0.90612,             0.91737,             0.95305,             0.66315,            0.028301,            0.016622,           0.0017317,           0.0041986,           0.0041986,           0.0041986
                 295,            0.036536,            0.032004,           0.0019274,             0.91477,             0.90431,             0.95506,             0.66103,            0.028852,            0.016643,           0.0017322,           0.0041788,           0.0041788,           0.0041788
                 296,            0.037161,            0.031335,           0.0021051,             0.90759,             0.91328,             0.95468,             0.66415,            0.029781,            0.016646,           0.0017363,            0.004159,            0.004159,            0.004159
                 297,            0.035184,            0.031919,           0.0019761,             0.92045,             0.90652,             0.95334,             0.66106,            0.028825,            0.016566,           0.0017372,           0.0041392,           0.0041392,           0.0041392
                 298,            0.035073,            0.031542,           0.0017691,             0.90288,             0.90818,             0.95571,              0.6581,            0.029871,            0.016707,           0.0017318,           0.0041194,           0.0041194,           0.0041194
                 299,            0.038019,            0.031367,           0.0017048,             0.90765,             0.90502,             0.94859,             0.66013,            0.029303,            0.017228,           0.0017378,           0.0040996,           0.0040996,           0.0040996
                 300,            0.036561,            0.032964,           0.0018972,             0.90089,             0.90335,             0.94224,             0.65165,            0.029362,            0.017303,           0.0017371,           0.0040798,           0.0040798,           0.0040798
                 301,             0.03372,            0.027973,           0.0018142,              0.8875,             0.91068,             0.94972,             0.66292,            0.028195,            0.016697,           0.0017019,             0.00406,             0.00406,             0.00406
                 302,            0.032541,            0.029835,           0.0019114,             0.88622,             0.91742,              0.9498,             0.67725,            0.028898,            0.016673,           0.0016874,           0.0040402,           0.0040402,           0.0040402
                 303,            0.033354,            0.031943,           0.0021748,             0.87254,             0.91199,             0.94909,             0.67396,            0.028025,            0.016543,           0.0016639,           0.0040204,           0.0040204,           0.0040204
                 304,            0.036275,            0.031505,           0.0018614,             0.93423,             0.87314,             0.95363,             0.67094,            0.027436,            0.016333,           0.0016545,           0.0040006,           0.0040006,           0.0040006
                 305,            0.035291,            0.032501,           0.0018217,             0.88211,             0.91951,             0.94679,             0.65579,            0.029282,            0.016293,           0.0016401,           0.0039808,           0.0039808,           0.0039808
                 306,            0.039317,            0.033505,           0.0019318,             0.89617,              0.8995,             0.94681,             0.66296,            0.027459,            0.015881,           0.0016376,            0.003961,            0.003961,            0.003961
                 307,            0.035725,            0.034327,           0.0022486,             0.90258,              0.9086,              0.9443,             0.64865,            0.029652,            0.016138,           0.0016306,           0.0039412,           0.0039412,           0.0039412
                 308,            0.037269,            0.029324,           0.0018076,             0.88829,              0.9211,             0.95148,               0.684,            0.026694,            0.015738,           0.0016404,           0.0039214,           0.0039214,           0.0039214
                 309,             0.03438,            0.029135,            0.001851,             0.91243,             0.89063,              0.9463,             0.64134,            0.030445,            0.016265,           0.0016363,           0.0039016,           0.0039016,           0.0039016
                 310,            0.037298,            0.031458,           0.0018732,             0.88521,             0.91172,             0.94033,             0.66933,            0.027411,            0.016027,            0.001634,           0.0038818,           0.0038818,           0.0038818
                 311,            0.037336,            0.034267,           0.0018931,             0.92193,             0.88856,             0.94777,             0.65604,            0.027595,            0.015706,           0.0016374,            0.003862,            0.003862,            0.003862
                 312,             0.03508,            0.030433,           0.0020838,             0.93115,             0.87888,             0.94489,             0.66662,            0.028013,            0.015798,           0.0016263,           0.0038422,           0.0038422,           0.0038422
                 313,            0.035888,            0.029931,           0.0017736,             0.90391,             0.90027,              0.9496,             0.66108,            0.029198,            0.015943,           0.0016148,           0.0038224,           0.0038224,           0.0038224
                 314,            0.037224,             0.02883,           0.0017656,              0.9026,             0.90443,             0.94917,             0.66724,            0.027202,            0.015734,           0.0016205,           0.0038026,           0.0038026,           0.0038026
                 315,            0.035413,            0.031807,           0.0017029,             0.91798,             0.91655,             0.95578,             0.69392,            0.026721,            0.015702,           0.0016184,           0.0037828,           0.0037828,           0.0037828
                 316,            0.034736,            0.033263,           0.0017947,             0.91651,             0.90011,             0.95189,              0.6691,            0.028831,            0.015872,           0.0016217,            0.003763,            0.003763,            0.003763
                 317,            0.033539,            0.028359,           0.0016902,             0.91092,             0.91173,             0.95464,             0.68328,            0.027438,            0.015766,           0.0016007,           0.0037432,           0.0037432,           0.0037432
                 318,            0.033863,            0.029321,           0.0019558,             0.91679,             0.91567,             0.95862,             0.68677,            0.027696,            0.015772,           0.0015979,           0.0037234,           0.0037234,           0.0037234
                 319,            0.034018,            0.033534,           0.0017805,             0.87888,             0.92521,             0.95529,             0.65243,             0.03015,            0.016387,           0.0015924,           0.0037036,           0.0037036,           0.0037036
